StartDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q1,Q1_6_TEXT,Q1.5,Q1.5_6_TEXT,Q95,Q3,Q3_6_TEXT,Q4,Q4_6_TEXT,Q5,Q5_4_TEXT,Q6,Q6.5,Q7,Q8,Q9,Q10,Q10_4_TEXT,Q11,Q11_5_TEXT,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q26,Q27,Q28,Q93
2026-02-23 6:30:18,179,R_2LapQQ2tfqlYCPl,8.1,-1.2,Richard,NA,NA,NA,Dagomba,"MGR/Charging Maintenance, Computer Maintenance, Science Kit Training/Distribution",NA,MGR/Charging Maintenance,NA,It wasn't spinning properly,NA,"Partially, but it still needs more work",NA,There is crack in the top part where it spins. Making it spin one way,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Computer Project is being utilized well,Due ti student population routine usage of the lab is a major challenge,Increase of computers or improve current schedule,NA
2026-02-24 3:24:04,146,R_3cgMjGXI5kEz3Cm,8.1,-1.2,Richard,NA,NA,NA,Wenamda,"MGR/Charging Maintenance, Student Survey Team Visit",NA,"MGR/Charging Maintenance, Science Kit Training/Distribution, Student Survey Team Visit",NA,It wasn't spinning properly,NA,"Yes, all problems were resolved",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,12,The doing well with all our programs especially the library project. They are keeping the books are and allow the kids to visit the library on their own.,Science kits have not been used as ought to,NA,NA
2026-02-26 3:08:18,82,R_mm9VWUdhSRAsDoq,5.5545,-0.1902,Alex,NA,Peace,NA,Mampong Shai,Routine Visit,NA,"Routine Visit, Menstrual Kit Distribution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,They are doing well with all our programs,None,No,No
2026-02-26 3:21:24,129,R_3AaIv5XEItCpsxy,5.5545,-0.1902,Alex,NA,Peace,NA,Dedenya,Routine Visit,NA,Menstrual Kit Distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,They are doing well with all our programs,None,No,No
2026-03-17 6:19:48,159,R_ktdU3KysC4Yt6nN,5.5545,-0.1902,Alex,NA,"Isaac, Richard, Peace, Akuvi, Other","Ben, Jeff, Luke,Isaac and Jane",Alorkpem Island,Other:,New project Starlink,Other:,New project starlink,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,They are doing well in all our programs,None,No,No
10/25/24 3:43,NA,NA,NA,NA,Richard,NA,"Richard,Alex,Other",Ben,Koni Kablu,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/27/24 4:20,NA,NA,NA,NA,Richard,NA,"Richard,Alex,Other",Ben,Minya,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/25 2:02,NA,NA,NA,NA,Richard,NA,Richard,NA,Wekpeti Abresu,MGR Maintenance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/25 16:09,NA,NA,NA,NA,Richard,NA,Richard,NA,Ekorso Akwadum,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/25 16:13,NA,NA,NA,NA,Richard,NA,Richard,NA,Ntomem,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/27/25 4:31,NA,NA,NA,NA,Richard,NA,NA,NA,Wenamda,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/27/25 4:58,NA,NA,NA,NA,Richard,NA,NA,NA,Dagomba,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/27/25 6:19,NA,NA,NA,NA,Richard,NA,Richard,NA,Domase,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/25 12:44,NA,NA,NA,NA,Richard,NA,Richard,NA,Bahankra,MGR Maintenance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/25 12:46,NA,NA,NA,NA,Richard,NA,Richard,NA,Wenamda,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/25 12:49,NA,NA,NA,NA,Richard,NA,Richard,NA,Dagomba,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/25 12:52,NA,NA,NA,NA,Richard,NA,Richard,NA,Domase,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/25 12:55,NA,NA,NA,NA,Richard,NA,Other,"Vincent, Betsy, Darian and Mary",Mobia,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/25 12:58,NA,NA,NA,NA,Richard,NA,Other,"Vincent,Mary,Betsy and Darian",Wenamda,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/25 4:33,NA,NA,NA,NA,Other,NA,Alex,NA,Afransua Dedewa MA Primary,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/25 4:28,NA,NA,NA,NA,Isaac,NA,Alex,NA,Pediatorkope,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/25 5:17,NA,NA,NA,NA,Isaac,NA,NA,Alex,Koni Kablu,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/25 2:22,NA,NA,NA,NA,Peace,NA,NA,Alex,Dedenya,"MGR Maintenance,Routine Program Evaluation,Other",Donation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/2/25 4:07,NA,NA,NA,NA,Other,NA,NA,Alex,Akwansu,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/2/25 4:51,NA,NA,NA,NA,Other,NA,NA,Alex,Obosonu,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/3/25 4:35,NA,NA,NA,NA,Other,NA,NA,Alex,Anamenampa,Routine Program Evaluation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/25 5:38,NA,NA,NA,NA,Peace,NA,NA,Alex,Mpaem,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/25 5:58,NA,NA,NA,NA,Other,NA,Vincent,Alex,Madavunu,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/25 4:44,NA,NA,NA,NA,Other,NA,NA,Alex,Luta,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/25 5:28,NA,NA,NA,NA,Other,NA,NA,Alex,Terhey,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/15/25 4:25,NA,NA,NA,NA,Other,NA,NA,Alex,Amuyaokope,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/7/25 5:12,NA,NA,NA,NA,Isaac,NA,NA,Alex,Pediatorkope,"MGR Maintenance,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/16/25 4:35,NA,NA,NA,NA,Isaac,NA,NA,Alex,Minya,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/8/25 5:39,NA,NA,NA,NA,Other,NA,NA,Alex,Afransua Dedewa MA Primary,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/9/25 6:28,NA,NA,NA,NA,Other,NA,NA,Alex,Adenya,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/12/25 8:03,NA,NA,NA,NA,Isaac,NA,NA,Alex,Pediatorkope,Other,Solar and Computer lab installation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/25 10:25,NA,NA,NA,NA,Isaac,NA,NA,Isaac,Akwansu,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/25 10:23,NA,NA,NA,NA,Richard,NA,NA,Richard,Ankwansrem,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/13/25 10:26,NA,NA,NA,NA,Isaac,NA,NA,Richard,Abrenya,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/25 6:10,NA,NA,NA,NA,Other,NA,Alex,Alex,Mampong Shai,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/25 3:29,NA,NA,NA,NA,Peace,NA,NA,Alex,Mpaem,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/25 3:27,NA,NA,NA,NA,Peace,NA,NA,Alex,Obosonu,"MGR Maintenance,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/19/25 6:35,NA,NA,NA,NA,Other,NA,Alex,Alex,Dedenya,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/21/25 3:11,NA,NA,NA,NA,Peace,NA,NA,Alex,Akwansu,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/25 8:55,NA,NA,NA,NA,Richard,NA,NA,Richard,Abrenya,MGR Maintenance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/25 8:57,NA,NA,NA,NA,Richard,NA,NA,Richard,Ntomem,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/25 9:02,NA,NA,NA,NA,Richard,NA,NA,Richard,Ekorso Akwadum,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/25 9:06,NA,NA,NA,NA,Richard,NA,NA,Richard,Akwansu,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/24/25 9:08,NA,NA,NA,NA,Richard,NA,NA,Richard,Yonguase,"MGR Maintenance,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/25 4:25,NA,NA,NA,NA,Richard,NA,NA,"Sammy,Bradley and Kyle",Adenya,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/25 4:28,NA,NA,NA,NA,Richard,NA,NA,"Sammy,Bradley and Kyle",Attabui,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/4/25 10:51,NA,NA,NA,NA,Richard,NA,NA,"Sammy, Bradley and Kyle",Alorkpem Island,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/4/25 10:54,NA,NA,NA,NA,Richard,NA,NA,"Sammy, Bradley and Kyle",Obosonu,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/27/25 4:05,NA,NA,NA,NA,Other,NA,Morgan,"Peace, Jack",Afransua Dedewa MA Primary,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/5/25 4:30,NA,NA,NA,NA,Isaac,NA,NA,"Richard,Alex,Peace",Pediatorkope,Other,Computers donation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/28/25 15:10,NA,NA,NA,NA,Other,NA,"Morgan, Richard Alex Zack","Richard,Alex",Attabui,Project Update Visit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/23/25 5:12,NA,NA,NA,NA,Other,NA,NA,Alex,Pediatorkope,"MGR Maintenance,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/22/25 5:38,NA,NA,NA,NA,Peace,NA,NA,Alex,Adenya,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/29/25 4:46,NA,NA,NA,NA,Peace,NA,NA,Alex,Adenya,"MGR Maintenance,Routine Program Evaluation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""duration""}","{""ImportId"":""_recordId""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""QID43""}","{""ImportId"":""QID43_4_TEXT""}",NA,NA,"{""ImportId"":""QID48""}","{""ImportId"":""QID18""}","{""ImportId"":""QID18_5_TEXT""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-10-11 08:34:21,340,R_dNWGcdhZzdG5qAp,5.29982,-2.071977,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-29 08:28:03,151,R_eYuHD8lDpjWgize,5.802334,0.59557,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-10 06:29:15,2136,R_6qUYuiRltaeRdtP,NA,NA,George,NA,NA,NA,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-10 06:17:34,360,R_llthtdUs9RZopi8,6.024812,0.259177,George,NA,NA,NA,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-11 05:50:08,1858,R_474vSLwM1aknmaG,5.897865,-0.276598,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-12 05:32:59,401,R_3q7CSZkxm7J1QV1,5.894203,-0.251347,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-13 06:20:36,608,R_gyR8IdZnEkNbGYn,6.849223,-1.135352,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-13 07:05:32,683,R_6DF6Ia846tFGKS4,6.865347,-1.217725,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-17 04:57:49,388,R_fXbz3GrwgiSvvqn,NA,NA,Richard,NA,NA,NA,NA,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-17 06:13:11,213,R_kMo5qoBAeCJ9CkU,6.297159,-0.68944,Richard,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-19 03:55:23,110,R_bgbkCPm7UIBrXGA,6.371793,-1.063718,Richard,NA,NA,NA,NA,"MGR Maintenance,Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-19 03:57:16,142,R_8FMqFaDLCjtVKa1,NA,NA,Richard,NA,NA,NA,NA,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-20 02:40:18,177,R_3gzyrzWoF2cM9Iq,5.817083,0.318364,Richard,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-14 03:37:27,257,R_i8k6QL7esUxUw7C,6.990203,-1.099282,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-20 06:30:33,219,R_a678ytSKpNgI7aG,5.90314,-0.522263,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-20 05:22:50,184,R_gt7ODyG3WwjS6On,5.985979,0.356787,Richard,NA,NA,NA,Luta,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-21 03:16:36,236,R_beuAqzkrsGiLgdQ,NA,NA,Richard,NA,NA,NA,Bomigo,"Routine Program Evaluation,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-21 04:08:03,539,R_3UVBo4YTLImr71Y,5.94612,-0.326532,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-25 05:27:11,256,R_24IPUJi8Xbi2PZ7,5.852065,-0.459718,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-27 04:06:56,337,R_3a573MEZadZdv4m,7.281802,-2.436008,George,NA,NA,NA,NA,"Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-07-27 08:07:06,1795,R_iQbavtbeCbR5rz3,7.291163,-2.405418,George,NA,NA,NA,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-08-14 04:49:24,415,R_0v8wKtooFwyG4RB,7.125606,-0.676137,Richard,NA,NA,NA,NA,"MGR Maintenance,Routine Program Evaluation,Surveyor Team Visit,Project Update Visit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
